city,year,month,pred_risk,p_low,p_mod,p_high,p_extreme,heat_stress_index_proj,temp_delta_c,urban_delta_pct,pop_delta_mult
Islamabad,2024,1,0,0.9999999513465118,3.904666902496226e-08,9.284501399437903e-09,3.2231765013308003e-10,-1.0201853506492706,0.0,0.0,1.0
Islamabad,2024,2,0,0.9999999288954426,5.117874844000278e-08,1.9520439734099652e-08,4.053692410685965e-10,-0.6944094722126534,0.0,0.0,1.0
Islamabad,2024,3,0,0.9999877662672412,1.212708518080037e-05,9.646478401779282e-08,1.0182794131125529e-08,-0.13124623431997795,0.0,0.0,1.0
Islamabad,2024,4,1,0.0004602858780898712,0.9995370147807887,2.2295301877095073e-06,4.698109338605166e-07,0.5017193239008856,0.0,0.0,1.0
Islamabad,2024,5,2,1.791460921245902e-08,3.3584929059664686e-05,0.9999485267044501,1.787045188088053e-05,1.0653312445894416,0.0,0.0,1.0
Islamabad,2024,6,3,1.8677727831616915e-09,3.396851570735994e-08,0.003086463508883236,0.9969135006548283,1.296901252835908,0.0,0.0,1.0
Islamabad,2024,7,2,1.7017265254274345e-08,3.129509229695383e-06,0.999744257586525,0.00025259588697995714,1.0551913827466082,0.0,0.0,1.0
Islamabad,2024,8,2,8.188147604996418e-08,0.0020853594641831855,0.9978240456276766,9.051302666408971e-05,0.9611599348666081,0.0,0.0,1.0
Islamabad,2024,9,1,6.217657600983205e-06,0.7994653783552229,0.19960579085756797,0.0009226131296082084,0.8602606199033813,0.0,0.0,1.0
Islamabad,2024,10,1,0.0001038618051588655,0.9998565652951849,3.858089549219572e-05,9.920041642181509e-07,0.3866352493796259,0.0,0.0,1.0
Islamabad,2024,11,0,0.9999807495916875,1.9210094301136772e-05,3.845704890876722e-08,1.8569626458059112e-09,-0.22354428681355543,0.0,0.0,1.0
Islamabad,2024,12,0,0.9999996104455054,3.857365345693966e-07,3.218617940069873e-09,5.993421125756778e-10,-0.7469819024840426,0.0,0.0,1.0
Islamabad,2025,1,0,0.9999999496971282,4.219088866209888e-08,7.79091484863161e-09,3.210682825946797e-10,-1.0068332716341133,0.0,0.0,1.0
Islamabad,2025,2,0,0.9999999406823299,5.417601945462949e-08,4.680543569869171e-09,4.611069954257708e-10,-0.6810573931974961,0.0,0.0,1.0
Islamabad,2025,3,0,0.9999874279690849,1.2462684663255778e-05,9.88816634950367e-08,1.046458818051229e-08,-0.11789415530482061,0.0,0.0,1.0
Islamabad,2025,4,1,0.0007273550175189008,0.9992683613270499,3.7799118267121336e-06,5.037436044277285e-07,0.5150714029160428,0.0,0.0,1.0
Islamabad,2025,5,2,1.4093395107169869e-08,2.6421211273475274e-05,0.9999595060387282,1.4058656603335738e-05,1.078683323604599,0.0,0.0,1.0
Islamabad,2025,6,3,1.8708849762727543e-09,3.1856024954487704e-08,0.0030864635153937557,0.9969135027576962,1.3102533318510656,0.0,0.0,1.0
Islamabad,2025,7,2,2.9604721413785296e-08,5.795782711859421e-06,0.9994441897853935,0.0005499848271732722,1.0685434617617655,0.0,0.0,1.0
Islamabad,2025,8,2,8.188147604996418e-08,0.0020853594641831855,0.9978240456276766,9.051302666408971e-05,0.9745120138817653,0.0,0.0,1.0
Islamabad,2025,9,1,6.271351629635255e-06,0.8063693476128642,0.19269380046558604,0.0009305805699201527,0.8736126989185385,0.0,0.0,1.0
Islamabad,2025,10,1,0.00010730320263251726,0.9998520829799982,3.9588989875041786e-05,1.0248274944093332e-06,0.3999873283947832,0.0,0.0,1.0
Islamabad,2025,11,0,0.9999831062831778,1.6858338170317355e-05,3.3749024100213065e-08,1.6296278280524026e-09,-0.2101922077983982,0.0,0.0,1.0
Islamabad,2025,12,0,0.9999996058207847,3.8573653278547216e-07,7.84334043924776e-09,5.993421098038868e-10,-0.7336298234688854,0.0,0.0,1.0
Islamabad,2026,1,0,0.9999999496971282,4.219088866209888e-08,7.79091484863161e-09,3.210682825946797e-10,-0.9934811926189561,0.0,0.0,1.0
Islamabad,2026,2,0,0.9999999407381339,5.4176019457652726e-08,4.680477258727234e-09,4.0536924586925967e-10,-0.6677053141823387,0.0,0.0,1.0
Islamabad,2026,3,0,0.9999874279697462,1.246268466326402e-05,9.888100243273854e-08,1.0464588180519211e-08,-0.1045420762896633,0.0,0.0,1.0
Islamabad,2026,4,1,0.0007273557627880958,0.9992693852065987,2.777619479615406e-06,4.814111337597122e-07,0.5284234819312003,0.0,0.0,1.0
Islamabad,2026,5,2,1.4093395107169869e-08,2.6421211273475274e-05,0.9999595060387282,1.4058656603335738e-05,1.0920354026197563,0.0,0.0,1.0
Islamabad,2026,6,3,1.8731145678941634e-09,3.442334859520145e-08,0.0030864635074629235,0.9969135001960739,1.3236054108662227,0.0,0.0,1.0
Islamabad,2026,7,2,3.019793807770305e-08,5.581954129046807e-06,0.9995090932878342,0.0004852945600986663,1.0818955407769228,0.0,0.0,1.0
Islamabad,2026,8,2,8.191512159687336e-08,0.0019404100527337968,0.997972253099194,8.725493295073486e-05,0.9878640928969228,0.0,0.0,1.0
Islamabad,2026,9,1,6.642550773602041e-06,0.7946610075874225,0.20409928017789025,0.0012330696839134266,0.886964777933696,0.0,0.0,1.0
